Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
Data Scientist I,"Killeen, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",53468,59343,65795,71109,75948
Data Scientist I,"Escondido, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",63247,70195,77827,84114,89838
Data Scientist I,"Pasadena, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",60188,66801,74063,80046,85493
Data Scientist I,"Naperville, IL","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",61399,68145,75554,81657,87213
Data Scientist I,"Bellevue, WA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",64440,71519,79295,85701,91532
Data Scientist I,"Joliet, IL","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",60973,67671,75029,81089,86607
Data Scientist I,"Murfreesboro, TN","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",54358,60330,66890,72293,77212
Data Scientist I,"Midland, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",52611,58391,64740,69970,74731
Data Scientist I,"Rockford, IL","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",58039,64416,71419,77188,82441
Data Scientist I,"Paterson, NJ","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",67952,75418,83617,90372,96522
Data Scientist I,"Savannah, GA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",55378,61462,68145,73650,78661
Data Scientist I,"Bridgeport, CT","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",66950,74306,82385,89039,95098
Data Scientist I,"Torrance, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",65713,72932,80862,87394,93340
Data Scientist I,"Mcallen, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",50684,56253,62369,67407,71994
Data Scientist I,"Syracuse, NY","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",58089,64471,71481,77255,82512
Data Scientist I,"Surprise, AZ","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",57708,64048,71012,76748,81970
Data Scientist I,"Denton, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",57500,63817,70756,76471,81675
Data Scientist I,"Roseville, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",63538,70519,78186,84501,90251
Data Scientist I,"Thornton, CO","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",59601,66149,73341,79266,84659
Data Scientist I,"Pasadena, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",66655,73977,82021,88646,94678
Data Scientist I,"Mesquite, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",58490,64915,71973,77787,83081
Data Scientist I,"Olathe, KS","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",57494,63810,70748,76463,81666
Data Scientist I,"Dayton, OH","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",57291,63585,70498,76193,81378
Data Scientist I,"Carrollton, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",58395,64811,71857,77662,82947
Data Scientist I,"Waco, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",53612,59502,65971,71301,76152
Data Scientist I,"Orange, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",65713,72932,80862,87394,93340
Data Scientist I,"Fullerton, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",65860,73096,81043,87589,93550
Data Scientist I,"Charleston, SC","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",55967,62116,68869,74433,79498
Data Scientist I,"Visalia, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",58275,64677,71709,77502,82776
Data Scientist I,"Hampton, VA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",55210,61276,67938,73426,78423
Data Scientist I,"Gainesville, FL","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",53625,59517,65987,71318,76171
Data Scientist I,"Warren, MI","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",59943,66528,73762,79720,85145
Data Scientist I,"Coral Springs, FL","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",57232,63520,70426,76115,81294
Data Scientist I,"Cedar Rapids, IA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",55918,62061,68809,74367,79427
Data Scientist I,"Round Rock, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",57743,64087,71055,76794,82020
Data Scientist I,"Sterling Heights, MI","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",59754,66319,73530,79469,84877
Data Scientist I,"Kent, WA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",62370,69222,76748,82948,88592
Data Scientist I,"Columbia, SC","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",54612,60612,67201,72630,77572
Data Scientist I,"Santa Clara, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",73964,82090,91015,98367,105060
Data Scientist I,"New Haven, CT","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",63868,70885,78592,84940,90720
Data Scientist I,"Stamford, CT","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",67820,75271,83455,90196,96334
Data Scientist I,"Concord, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",66090,73351,81326,87895,93876
Data Scientist I,"Elizabeth, NJ","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",67304,74698,82820,89510,95601
Data Scientist I,"Athens, GA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",57886,64245,71230,76984,82222
Data Scientist I,"Thousand Oaks, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",64135,71181,78920,85295,91099
Data Scientist I,"Lafayette, LA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",54148,60097,66631,72013,76913
Data Scientist I,"Simi Valley, CA","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",64624,71724,79522,85946,91794
Data Scientist I,"Topeka, KS","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",55098,61152,67800,73277,78264
Data Scientist I,"Norman, OK","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",53484,59360,65813,71130,75970
Data Scientist I,"Fargo, ND","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",55293,61368,68040,73536,78540
Data Scientist I,"Wilmington, NC","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",53755,59660,66147,71490,76355
Data Scientist I,"Abilene, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",53749,59654,66140,71482,76347
Data Scientist I,"Odessa, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",52611,58391,64740,69970,74731
Data Scientist I,"Columbia, MO","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",57383,63688,70612,76316,81509
Data Scientist I,"Pearland, TX","Data Scientist I identifies business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. Being a Data Scientist I designs, develops and implements the most valuable business solutions for the organization. Prepares big data, implements data models and develops database to support the business solutions. Additionally, Data Scientist I may require an advanced degree. Typically reports to a manager. The Data Scientist I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a Data Scientist I typically requires 0-2 years of related experience.",60220,66836,74103,80089,85538
